Order_ID,Customer_ID,Order_Date,Sales_Channel,Payment_Method,Order_Status,Shipping_Method,Promo_Code
O000351,C02276,2025-02-08,Mobile App,Cash on Delivery,Completed,Standard,NONE
O000352,C03464,2024-02-05,Mobile App,Card,Completed,Same Day,NONE
O000353,C06002,2024-12-03,Mobile App,Cash on Delivery,Completed,Express,NONE
O000354,C01085,2024-09-18,Website,Cash on Delivery,Completed,Express,FREESHIP
O000355,C02510,2024-11-08,Website,Cash on Delivery,Completed,Express,WELCOME10
O000356,C02388,2024-12-06,Mobile App,Card,Completed,Standard,SAVE15
O000357,C05210,2025-05-26,Mobile App,Card,Completed,Standard,WELCOME10
O000358,C02347,2024-11-15,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O000359,C01439,2024-10-05,Marketplace,Cash on Delivery,Completed,Standard,NONE
O000360,C02169,2024-02-09,Website,Digital Wallet,Completed,Standard,NONE
O000361,C04792,2025-02-02,Mobile App,Cash on Delivery,Completed,Express,NONE
O000362,C01448,2024-09-29,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O000363,C03853,2025-11-18,Website,Card,Completed,Express,NONE
O000364,C05437,2024-06-15,Mobile App,Digital Wallet,Cancelled,Standard,NONE
O000365,C05443,2025-08-12,Website,Card,Completed,Standard,FREESHIP
O000366,C02398,2025-02-18,Mobile App,Cash on Delivery,Completed,Same Day,NONE
O000367,C00772,2024-10-07,Mobile App,Digital Wallet,Completed,Same Day,FREESHIP
O000368,C02760,2024-09-13,Website,Bank Transfer,Cancelled,Standard,NONE
O000369,C05669,2025-05-06,Website,Cash on Delivery,Completed,Standard,NONE
O000370,C00118,2025-01-06,Marketplace,Digital Wallet,Completed,Express,SAVE15
O000371,C05067,2025-02-03,Website,Digital Wallet,Completed,Same Day,NONE
O000372,C00327,2024-12-18,Website,Cash on Delivery,Completed,Same Day,WELCOME10
O000373,C00129,2024-04-23,Mobile App,Card,Completed,Express,SAVE15
O000374,C02295,2024-07-17,Mobile App,Bank Transfer,Cancelled,Same Day,WELCOME10
O000375,C00793,2025-06-19,Website,Card,Completed,Express,NONE
O000376,C02675,2025-12-26,Mobile App,Card,Completed,Standard,SAVE15
O000377,C04095,2024-07-06,Website,Card,Completed,Same Day,WELCOME10
O000378,C03208,2024-11-08,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O000379,C04949,2024-08-12,Mobile App,Digital Wallet,Completed,Standard,FREESHIP
O000380,C04210,2025-11-29,Mobile App,Cash on Delivery,Completed,Express,NONE
O000381,C01761,2025-11-03,Website,Card,Completed,Standard,NONE
O000382,C00456,2025-03-26,Marketplace,Cash on Delivery,Completed,Standard,NONE
O000383,C01158,2025-07-16,Marketplace,Bank Transfer,Completed,Standard,FREESHIP
O000384,C04102,2024-11-15,Website,Digital Wallet,Completed,Express,SAVE15
O000385,C05919,2025-12-21,Website,Digital Wallet,Cancelled,Standard,FREESHIP
O000386,C02169,2025-11-27,Website,Digital wallet ,Completed,Standard,NONE
O000387,C02182,2024-10-11,Mobile App,Cash on Delivery,Completed,Express,FREESHIP
O000388,C02592,2024-11-03,Website,Card,Returned,Standard,NONE
O000389,C04876,2025-02-03,Website,Cash on Delivery,Completed,Standard,NONE
O000390,C03419,2025-04-03,Mobile App,Cash on Delivery,Completed,Standard,NONE
O000391,C06203,2025-07-31,Website,Digital Wallet,Completed,Standard,FLASH20
O000392,C04839,2024-11-30,Mobile App,Card,Completed,Standard,NONE
O000393,C05113,2024-05-31,Website,Digital Wallet,Completed,Standard,NONE
O000394,C06199,2024-05-01,Website,Cash on Delivery,Completed,Standard,NONE
O000395,C00807,2025-12-17,Website,Digital Wallet,Completed,Standard,NONE
O000396,C05742,2024-02-21,Website,Cash on Delivery,Completed,Standard,WELCOME10
O000397,C05684,2024-09-12,Website,Cash on Delivery,Completed,Standard,NONE
O000398,C05286,2024-11-07,Website,Digital Wallet,Completed,Standard,FREESHIP
O000399,C01042,2024-03-12,Website,Card,Completed,Standard,NONE
O000400,C04625,2024-01-13,Website,Card,Completed,Standard,SAVE15
O000401,C00551,2024-01-19,Website,Card,Completed,Standard,WELCOME10
O000402,C00385,2025-12-06,Website,Cash on Delivery,Completed,Standard,FLASH20
O000403,C06226,2024-09-24,Website,Card,Completed,Standard,NONE
O000404,C02552,2024-11-20,Mobile App,Card,Cancelled,Standard,FLASH20
O000405,C04839,2025-12-20,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O000406,C01802,2024-07-05,Website,Digital Wallet,Completed,Standard,NONE
O000407,C04036,2025-10-25,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O000408,C04073,2025-03-28,Mobile App,Cash on Delivery,Completed,Standard,NONE
O000409,C04491,2024-03-13,Mobile App,Digital Wallet,Completed,Express,NONE
O000410,C00974,2024-11-05,Website,Cash on Delivery,Completed,Standard,NONE
O000411,C06008,2025-09-26,Website,Card,Completed,Standard,NONE
O000412,C05702,2024-08-03,Marketplace,Cash on Delivery,Completed,Standard,NONE
O000413,C03949,2025-12-14,Website,Cash on Delivery,Completed,Standard,FLASH20
O000414,C00752,2024-07-04,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O000415,C04922,2024-03-06,Website,Cash on Delivery,Completed,Standard,NONE
O000416,C00952,2025-07-05,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O000417,C06468,2024-04-05,Website,Cash on Delivery,Completed,Standard,NONE
O000418,C00596,2024-07-15,Mobile App,Digital Wallet,Completed,Standard,NONE
O000419,C04539,2024-11-03,Mobile App,Bank Transfer,Completed,Express,NONE
O000420,C00910,2024-11-17,Website,Bank Transfer,Completed,Standard,NONE
O000421,C02578,2025-08-02,Mobile App,Cash on Delivery,Completed,Standard,NONE
O000422,C05960,2024-12-11,Website,Card,Completed,Standard,NONE
O000423,C06415,2025-06-18,Mobile App,Cash on Delivery,Completed,Standard,NONE
O000424,C00088,2025-10-21,Website,Card,Completed,Standard,NONE
O000425,C06002,2024-01-16,Website,Bank Transfer,Completed,Standard,NONE
O000426,C02638,2024-08-20,Website,Cash on Delivery,Completed,Express,FREESHIP
O000427,C04839,2025-11-22,Marketplace,Bank Transfer,Completed,Standard,WELCOME10
O000428,C00316,2025-06-09,Mobile App,Cash on Delivery,Completed,Express,WELCOME10
O000429,C03777,2025-12-01,Website,Digital Wallet,Completed,Express,WELCOME10
O000430,C00890,2024-09-30,Mobile App,Digital Wallet,Completed,Standard,SAVE15
O000431,C05439,2025-11-08,Mobile App,Cash on Delivery,Completed,Same Day,NONE
O000432,C03547,2025-07-23,Website,Cash on Delivery,Completed,Standard,FLASH20
O000433,C01069,2024-10-19,Mobile App,Card,Completed,Standard,SAVE15
O000434,C01960,2024-04-28,Website,Cash on Delivery,Completed,Express,NONE
O000435,C00808,2024-09-26,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O000436,C05276,2024-06-24,Website,Digital Wallet,Completed,Standard,NONE
O000437,C00206,2025-04-27,Marketplace,Bank Transfer,Completed,Standard,SAVE15
O000438,C01293,2025-07-20,Mobile App,Card,Completed,Express,NONE
O000439,C01934,2024-11-30,Website,Card,Completed,Standard,WELCOME10
O000440,C06296,2024-07-25,Mobile App,Bank Transfer,Completed,Standard,SAVE15
O000441,C03874,2024-06-06,Mobile App,Digital Wallet,Completed,Standard,NONE
O000442,C02629,2025-08-25,Marketplace,Digital Wallet,Returned,Standard,NONE
O000443,C04928,2025-11-11,Mobile App,Card,Completed,Standard,NONE
O000444,C05096,2025-01-01,Website,Cash on Delivery,Completed,Standard,NONE
O000445,C02779,2025-12-20,Mobile App,Digital Wallet,Completed,Standard,NONE
O000446,C00132,2025-05-12,Website,Cash on Delivery,Completed,Standard,SAVE15
O000447,C02934,2024-11-10,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O000448,C03520,2024-05-16,Website,Cash on Delivery,Completed,Express,FLASH20
O000449,C02474,2025-06-24,Mobile App,Bank Transfer,Completed,Standard,FREESHIP
O000450,C04122,2024-10-10,Website,Cash on Delivery,Completed,Standard,NONE
O000451,C02151,2025-09-13,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O000452,C05034,2025-12-14,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O000453,C05843,2024-06-07,Mobile App,Card,Completed,Standard,SAVE15
O000454,C04149,2025-06-04,Website,Card,Completed,Standard,NONE
O000455,C00581,2024-06-01,Marketplace,Card,Completed,Standard,FREESHIP
O000456,C06114,2025-06-04,Mobile App,Cash on Delivery,Completed,Standard,NONE
O000457,C02173,2024-09-20,Website,Cash on Delivery,Cancelled,Standard,NONE
O000458,C00704,2025-05-23,Mobile App,Digital Wallet,Completed,Standard,NONE
O000459,C03208,2024-11-30,Mobile App,Card,Completed,Express,SAVE15
O000460,C01008,2024-09-21,Mobile App,Cash on Delivery,Cancelled,Express,SAVE15
O000461,C03023,2025-10-20,Website,Cash on Delivery,Completed,Standard,SAVE15
O000462,C01512,2025-03-14,Mobile App,Card,Completed,Express,WELCOME10
O000463,C00601,2025-07-27,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O000464,C03542,2025-03-21,Mobile App,Digital Wallet,Completed,Standard,WELCOME10
O000465,C00643,2024-10-16,Website,Digital Wallet,Completed,Standard,NONE
O000466,C01744,2025-12-26,Website,Cash on Delivery,Cancelled,Same Day,SAVE15
O000467,C06192,2025-10-13,Website,Card,Completed,Standard,FLASH20
O000468,C01513,2024-08-14,Mobile App,Cash on Delivery,Completed,Same Day,NONE
O000469,C04602,2025-09-14,Marketplace,Digital Wallet,Completed,Standard,SAVE15
O000470,C01714,2024-12-23,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O000471,C01365,2025-12-30,Website,Cash on Delivery,Completed,Standard,NONE
O000472,C01340,2024-12-29,Mobile App,Card,Cancelled,Standard,NONE
O000473,C04650,2025-09-02,Website,Card,Completed,Express,WELCOME10
O000474,C01837,2024-09-02,Mobile App,Card,Completed,Standard,NONE
O000475,C00155,2024-05-09,Mobile App,Bank Transfer,Completed,Express,NONE
O000476,C00152,2024-11-25,Marketplace,Cash on Delivery,Completed,Standard,NONE
O000477,C01308,2024-04-30,Website,Digital Wallet,Completed,Express,NONE
O000478,C04160,2025-03-12,Website,Digital Wallet,Completed,Standard,NONE
O000479,C06077,2024-12-14,Mobile App,Card,Completed,Standard,NONE
O000480,C00431,2024-07-10,Website,Card,Completed,Standard,NONE
O000481,C04597,2024-04-05,Mobile App,Cash on Delivery,Completed,Express,NONE
O000482,C01361,2025-11-22,Website,Card,Completed,Standard,NONE
O000483,C03227,2024-12-26,Website,Cash on Delivery,Completed,Standard,NONE
O000484,C01408,2024-03-06,Mobile App,Card,Completed,Same Day,FLASH20
O000485,C05775,2024-04-15,Marketplace,Cash on Delivery,Completed,Express,WELCOME10
O000486,C02876,2025-08-30,Website,Cash on Delivery,Completed,Standard,NONE
O000487,C00778,2024-06-20,Mobile App,Bank Transfer,Cancelled,Standard,WELCOME10
O000488,C01662,2024-06-21,Mobile App,Card,Completed,Same Day,NONE
O000489,C06196,2025-11-07,Mobile App,Cash on Delivery,Completed,Standard,NONE
O000490,C02743,2024-06-24,Website,Cash on Delivery,Completed,Standard,NONE
O000491,C02035,2024-11-11,Website,Cash on Delivery,Completed,Same Day,NONE
O000492,C05680,2025-05-21,Marketplace,Cash on Delivery,Completed,Standard,NONE
O000493,C03942,2024-12-14,Marketplace,Bank Transfer,Completed,Standard,FLASH20
O000494,C00189,2024-02-09,Website,Card,Completed,Same Day,NONE
O000495,C02973,2025-09-01,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O000496,C03276,2025-09-22,Website,Cash on Delivery,Completed,Standard,WELCOME10
O000497,C02867,2025-03-23,Website,Digital Wallet,Completed,Standard,FLASH20
O000498,C01317,2024-10-29,Mobile App,Digital Wallet,Completed,Standard,NONE
O000499,C03439,2024-09-12,Website,Bank Transfer,Cancelled,Standard,WELCOME10
O000500,C00562,2025-01-22,Marketplace,Bank Transfer,Completed,Standard,NONE
O000501,C05525,2025-08-18,Mobile App,Card,Completed,Standard,WELCOME10
O000502,C03396,2025-09-25,Website,Card,Completed,Standard,NONE
O000503,C02804,2025-12-29,Marketplace,Digital Wallet,Cancelled,Standard,NONE
O000504,C06060,2025-07-28,Mobile App,Card,Completed,Standard,NONE
O000505,C02144,2025-11-30,Website,Cash on Delivery,Completed,Standard,FREESHIP
O000506,C04204,2024-12-17,Website,Cash on Delivery,Completed,Same Day,SAVE15
O000507,C02925,2024-01-01,Mobile App,Cash on Delivery,Cancelled,Standard,FREESHIP
O000508,C05249,2025-12-25,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O000509,C05340,2024-06-23,Mobile App,Card,Completed,Express,NONE
O000510,C00084,2025-07-03,Mobile App,Card,Completed,Standard,NONE
O000511,C00488,2024-02-25,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O000512,C02757,2025-10-08,Website,Bank Transfer,Completed,Express,SAVE15
O000513,C02713,2025-09-06,Website,Bank Transfer,Completed,Express,NONE
O000514,C04429,2025-11-28,Marketplace,Card,Completed,Standard,NONE
O000515,C01522,2025-02-13,Marketplace,Card,Completed,Standard,NONE
O000516,C02059,2025-01-24,Website,Card,Completed,Standard,NONE
O000517,C04400,2025-08-29,Mobile App,Digital Wallet,Returned,Standard,NONE
O000518,C06304,2025-08-16,Website,Digital Wallet,Completed,Standard,NONE
O000519,C00596,2024-04-09,Mobile App,Digital Wallet,Completed,Same Day,NONE
O000520,C06320,2025-11-20,Mobile App,Digital Wallet,Completed,Express,FREESHIP
O000521,C05658,2025-08-07,Website,Bank Transfer,Completed,Same Day,NONE
O000522,C00182,2025-01-13,Mobile App,Digital Wallet,Cancelled,Standard,NONE
O000523,C04921,2025-12-22,Marketplace,Cash on Delivery,Completed,Standard,NONE
O000524,C00815,2025-11-12,Website,Card,Completed,Standard,NONE
O000525,C02665,2024-12-25,Website,Bank Transfer,Completed,Standard,FLASH20
O000526,C02997,2025-05-13,Website,Bank Transfer,Completed,Express,NONE
O000527,C02195,2024-12-25,Marketplace,Bank Transfer,Cancelled,Standard,NONE
O000528,C01650,2025-10-14,Website,Bank Transfer,Completed,Express,NONE
O000529,C00289,2024-12-31,Website,Cash on Delivery,Completed,Standard,NONE
O000530,C00127,2025-04-03,Mobile App,Card,Completed,Standard,NONE
O000531,C04556,2024-09-27,Website,Card,Completed,Same Day,NONE
O000532,C05642,2024-07-14,Mobile App,Cash on Delivery,Returned,Standard,NONE
O000533,C06147,2024-08-11,Website,Cash on Delivery,Cancelled,Express,NONE
O000534,C06458,2024-11-14,Website,Card,Completed,Standard,NONE
O000535,C01269,2024-08-05,Website,Card,Completed,Standard,NONE
O000536,C02435,2024-08-29,Website,Cash on Delivery,Completed,Express,NONE
O000537,C01629,2024-10-09,Website,Cash on Delivery,Completed,Standard,NONE
O000538,C03271,2025-05-02,Website,Card,Completed,Express,SAVE15
O000539,C05425,2025-09-28,Website,Cash on Delivery,Completed,Express,WELCOME10
O000540,C03088,2025-08-15,Mobile App,Card,Completed,Express,SAVE15
O000541,C01233,2025-04-09,Mobile App,Cash on Delivery,Returned,Standard,NONE
O000542,C01510,2025-08-14,Mobile App,Cash on Delivery,Completed,Express,FLASH20
O000543,C05563,2024-12-25,Website,Cash on Delivery,Completed,Express,NONE
O000544,C05563,2025-05-10,Mobile App,Digital Wallet,Completed,Standard,NONE
O000545,C03626,2024-06-25,Mobile App,Digital Wallet,Completed,Standard,NONE
O000546,C00403,2025-05-03,Marketplace,Cash on Delivery,Completed,Standard,FLASH20
O000547,C02464,2025-08-11,Mobile App,Card,Completed,Express,NONE
O000548,C01491,2025-03-24,Mobile App,Cash on Delivery,Completed,Standard,NONE
O000549,C00482,2025-07-24,Mobile App,Cash on Delivery,Completed,Standard,NONE
O000550,C04706,2024-06-14,Website,Digital Wallet,Completed,Standard,NONE
O000551,C02997,2025-09-30,Mobile App,Card,Completed,Standard,WELCOME10
O000552,C02374,2025-05-21,Website,Cash on Delivery,Completed,Standard,NONE
O000553,C02449,2025-07-05,Mobile App,Card,Cancelled,Standard,NONE
O000554,C02225,2025-11-01,Website,Card,Completed,Express,NONE
O000555,C03349,2024-09-15,Website,Bank Transfer,Completed,Standard,WELCOME10
O000556,C05943,2025-03-20,Website,Cash on Delivery,Completed,Standard,SAVE15
O000557,C05723,2025-05-04,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O000558,C02758,2024-11-28,Mobile App,Digital Wallet,Returned,Express,SAVE15
O000559,C05794,2024-02-19,Mobile App,Card,Completed,Standard,SAVE15
O000560,C05642,2025-05-01,Mobile App,Card,Completed,Standard,NONE
O000561,C01684,2024-06-24,Website,Card,Completed,Standard,NONE
O000562,C02092,2025-01-29,Mobile App,Card,Completed,Express,FREESHIP
O000563,C02886,2024-07-02,Marketplace,Cash on Delivery,Completed,Standard,WELCOME10
O000564,C04722,2024-11-03,Marketplace,Cash on Delivery,Cancelled,Standard,NONE
O000565,C04778,2024-08-03,Mobile App,Bank Transfer,Completed,Standard,SAVE15
O000566,C06022,2025-09-17,Mobile App,Digital Wallet,Completed,Standard,NONE
O000567,C03925,2024-05-11,Website,Card,Completed,Standard,NONE
O000568,C00982,2025-05-02,Website,Cash on Delivery,Completed,Express,NONE
O000569,C05300,2024-05-31,Mobile App,Card,Returned,Same Day,NONE
O000570,C02402,2024-02-08,Website,Cash on Delivery,Completed,Express,SAVE15
O000571,C00174,2025-03-25,Mobile App,Cash on Delivery,Completed,Standard,NONE
O000572,C03042,2024-09-23,Marketplace,Bank Transfer,Completed,Express,FREESHIP
O000573,C03956,2025-10-17,Mobile App,Digital Wallet,Cancelled,Standard,FLASH20
O000574,C00843,2025-10-23,Website,Cash on Delivery,Completed,Standard,NONE
O000575,C00017,2025-11-17,Website,Bank Transfer,Cancelled,Standard,NONE
O000576,C06264,2024-05-18,Website,Bank Transfer,Completed,Express,NONE
O000577,C00035,2024-05-24,Website,Cash on Delivery,Completed,Standard,NONE
O000578,C05000,2024-12-23,Marketplace,Card,Completed,Express,NONE
O000579,C04843,2025-11-21,Mobile App,Digital Wallet,Completed,Same Day,NONE
O000580,C05141,2025-05-27,Mobile App,Bank Transfer,Completed,Standard,NONE
O000581,C06088,2024-10-03,Mobile App,Bank Transfer,Completed,Standard,NONE
O000582,C05024,2024-08-27,Mobile App,cash on delivery,Completed,Standard,SAVE15
O000583,C06464,2025-09-27,Mobile App,Card,Completed,Express,FLASH20
O000584,C03531,2025-01-20,Mobile App,Cash on Delivery,Returned,Standard,WELCOME10
O000585,C03416,2025-05-31,Website,Card,Completed,Standard,SAVE15
O000586,C03666,2024-12-23,Website,Card,Completed,Express,NONE
O000587,C00373,2025-10-06,Marketplace,Card,Completed,Standard,FREESHIP
O000588,C01293,2025-10-04,Website,Bank Transfer,Completed,Standard,NONE
O000589,C05784,2025-01-26,Website,Cash on Delivery,Completed,Standard,NONE
O000590,C05142,2025-12-16,Marketplace,Bank Transfer,Completed,Standard,SAVE15
O000591,C03812,2024-09-19,Website,Digital Wallet,Completed,Standard,FREESHIP
O000592,C01317,2024-08-22,Website,Digital Wallet,Returned,Standard,FREESHIP
O000593,C03204,2024-05-14,Mobile App,Card,Completed,Standard,NONE
O000594,C02151,2025-12-08,Mobile App,Card,Completed,Standard,NONE
O000595,C01392,2025-08-22,Marketplace,Digital Wallet,Completed,Express,NONE
O000596,C05881,2024-10-25,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O000597,C01442,2024-12-04,Mobile App,Card,Completed,Standard,NONE
O000598,C03517,2025-08-15,Website,Cash on Delivery,Completed,Express,NONE
O000599,C01396,2024-12-18,Mobile App,Card,Completed,Standard,FLASH20
O000600,C01081,2024-02-18,Mobile App,Card,Cancelled,Standard,NONE
O000601,C04434,2024-07-28,Website,Bank Transfer,Completed,Standard,FREESHIP
O000602,C04839,2024-07-29,Marketplace,Card,Completed,Standard,FLASH20
O000603,C03904,2025-03-23,Website,Digital Wallet,Completed,Express,WELCOME10
O000604,C05045,2025-11-11,Website,Bank Transfer,Completed,Same Day,NONE
O000605,C03004,2024-11-24,Website,Digital Wallet,Completed,Standard,FREESHIP
O000606,C04592,2025-11-08,Mobile App,Card,Completed,Express,FREESHIP
O000607,C02563,2025-12-11,Marketplace,Digital Wallet,Completed,Standard,WELCOME10
O000608,C04089,2024-05-20,Website,Cash on Delivery,Completed,Standard,FREESHIP
O000609,C05689,2025-07-04,Website,Cash on Delivery,Completed,Standard,FLASH20
O000610,C00993,2025-01-11,Mobile App,Bank Transfer,Completed,Standard,NONE
